Area,AP Ratio,District,Season,Avg Temp,Avg Humidity,Crop Name,Transplant,Growth,Harvest,Production,Max Temp,Min Temp,Max Relative Humidity,Min Relative Humidity,Rainfall_mm
426,3.129107981,Faridpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1333,27,18.0,65,85,153.7174721
117,1.811965812,Feni,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,212,27,18.0,65,85,140.7525242
329,2.37993921,Gaibandha,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,783,27,18.0,65,85,125.8763327
340,2.297058824,Gazipur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,781,27,18.0,65,85,99.78254148
389,3.424164524,Gopalganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1332,27,18.0,65,85,213.3447922
259,4.111969112,Habiganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1065,27,18.0,65,85,253.4842263
532,3.263157895,Jamalpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1736,27,18.0,65,85,126.6527951
434,4.382488479,Jashore,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1902,27,18.0,65,85,160.4640394
343,2.556851312,Jhallokati,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,877,27,18.0,65,85,0.0
435,3.834482759,Jhenaidah,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1668,27,18.0,65,85,266.1033324
171,4.637426901,Joypurhat,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,793,27,18.0,65,85,64.88432823
519,2.97495183,Khagrachari,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1544,27,18.0,65,85,176.1562332
260,2.184615385,Khulna,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,568,27,18.0,65,85,147.7900545
366,3.030054645,Kishoreganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1109,27,18.0,65,85,137.6365032
356,2.980337079,Kurigram,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1061,27,18.0,65,85,150.4314165
329,5.389057751,Kushtia,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1773,27,18.0,65,85,130.2522541
210,2.228571429,Lakshmipur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,468,27,18.0,65,85,220.8394815
209,2.990430622,Lalmonirhat,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,625,27,18.0,65,85,91.47479487
167,4.353293413,Madaripur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,727,27,18.0,65,85,115.004225
148,2.763513514,Magura,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,409,27,18.0,65,85,242.640029
849,2.876325088,Manikganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,2442,27,18.0,65,85,204.324593
122,3.68852459,Meherpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,450,27,18.0,65,85,161.3136417
249,3.682730924,Moulvibazar,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,917,27,18.0,65,85,69.16567145
529,2.051039698,Munshiganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1085,27,18.0,65,85,28.89126045
1908,3.083333333,Mymensingh,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,5883,27,18.0,65,85,128.945488
359,4.239554318,Naogaon,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1522,27,18.0,65,85,127.9251342
101,3.881188119,Narail,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,392,27,18.0,65,85,173.5879772
382,2.282722513,Narayanganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,872,27,18.0,65,85,35.07994472
397,3.818639798,Narsingdi,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1516,27,18.0,65,85,143.7844251
335,2.907462687,Natore,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,974,27,18.0,65,85,177.856989
369,5.471544715,Netrokona,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,2019,27,18.0,65,85,113.381669
330,3.981818182,Nilphamari,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1314,27,18.0,65,85,95.25798663
272,1.356617647,Noakhali,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,369,27,18.0,65,85,289.0234566
949,4.979978925,Pabna,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,4726,27,18.0,65,85,83.87454279
332,3.421686747,Panchagar,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1136,27,18.0,65,85,161.4969441
164,2.073170732,Patuakhali,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,340,27,18.0,65,85,187.0499953
358,2.139664804,Pirojpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,766,27,18.0,65,85,167.4819273
384,5.276041667,Rajbari,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,2026,27,18.0,65,85,208.2177543
724,5.379834254,Rajshahi,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,3895,27,18.0,65,85,187.0877654
497,3.078470825,Rangamati,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1530,27,18.0,65,85,340.2844845
587,3.119250426,Rangpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1831,27,18.0,65,85,225.0973511
180,3.75,Satkhira,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,675,27,18.0,65,85,250.5774363
118,7.86440678,Shariatpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,928,27,18.0,65,85,103.5358146
637,4.576138148,Sherpur,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,2915,27,18.0,65,85,62.32416668
405,4.735802469,Sirajganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1918,27,18.0,65,85,193.0604645
156,5.102564103,Sunamganj,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,796,27,18.0,65,85,40.00923931
322,3.161490683,Sylhet,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,1018,27,18.0,65,85,148.7341661
1111,3.082808281,Tangail,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,3425,27,18.0,65,85,241.0490865
309,2.093851133,Thakurgaon,Kharif 1,22.5,75.0,Chalkumra,Mar,Apr to Jul,Jul to Oct,647,27,18.0,65,85,274.8735584
0,,Bagerhat,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,239.9220314
118,0.211864407,Bandarban,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,25,25,17.0,40,85,247.9262547
0,,Barguna,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,133.3794993
0,,Barishal,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,223.1005803
58,0.844827586,Bhola,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,49,25,17.0,40,85,190.0810049
107,0.308411215,Bogura,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,33,25,17.0,40,85,104.7309037
0,,Brahmanbaria,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,218.8435334
49,0.326530612,Chandpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,16,25,17.0,40,85,211.8301848
57,0.315789474,Chapai Nawabganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,18,25,17.0,40,85,47.56769823
0,,Chattogram,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,291.6700436
0,,Chuadanga,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,180.1729048
0,,CoxsBazar,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,144.8815569
0,,Cumilla,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,61.18731192
0,,Dhaka,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,146.1403371
4,0.25,Dinajpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,1,25,17.0,40,85,139.2907375
0,,Faridpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,147.9390009
0,,Feni,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,192.8877344
200,0.835,Gaibandha,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,167,25,17.0,40,85,181.1724509
0,,Gazipur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,82.89878317
0,,Gopalganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,122.7319493
0,,Habiganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,136.5410857
20,0.5,Jamalpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,10,25,17.0,40,85,102.717858
0,,Jashore,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,182.8625388
0,,Jhallokati,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,177.2020389
0,,Jhenaidah,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,76.57675802
0,,Joypurhat,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,141.1003893
19,0.368421053,Khagrachari,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,7,25,17.0,40,85,183.5070812
0,,Khulna,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,151.0628039
0,,Kishoreganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,134.1650913
812,0.456896552,Kurigram,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,371,25,17.0,40,85,222.3240236
0,,Kushtia,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,153.951889
2,0.0,Lakshmipur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,70.07118967
10,0.5,Lalmonirhat,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,5,25,17.0,40,85,127.7867518
0,,Madaripur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,89.3595126
0,,Magura,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,106.8511312
0,,Manikganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,184.275012
0,,Meherpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,237.1193518
0,,Moulvibazar,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,99.23016325
51,0.411764706,Munshiganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,21,25,17.0,40,85,72.95350708
0,,Mymensingh,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,108.8231907
0,,Naogaon,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,106.5130319
0,,Narail,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,218.0356288
0,,Narayanganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,174.9653074
0,,Narsingdi,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,138.3245671
0,,Natore,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,161.2178218
0,,Netrokona,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,107.663623
9,0.444444444,Nilphamari,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,4,25,17.0,40,85,163.3605344
3,0.0,Noakhali,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,74.87893928
0,,Pabna,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,295.4278188
30,0.433333333,Panchagar,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,13,25,17.0,40,85,180.0058167
0,,Patuakhali,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,97.59813487
0,,Pirojpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,156.4544982
0,,Rajbari,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,204.9123242
0,,Rajshahi,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,111.7439565
82,0.43902439,Rangamati,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,36,25,17.0,40,85,100.4537023
15,0.6,Rangpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,9,25,17.0,40,85,144.5372943
0,,Satkhira,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,176.9799449
0,,Shariatpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,74.21209798
0,,Sherpur,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,215.7299346
229,0.541484716,Sirajganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,124,25,17.0,40,85,149.177692
0,,Sunamganj,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,186.8787769
0,,Sylhet,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,44.21260829
0,,Tangail,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,0,25,17.0,40,85,0.0
111,0.252252252,Thakurgaon,Rabi,21.0,62.5,Cheena,Nov,Dec to Feb,Feb to Apr,28,25,17.0,40,85,154.9425333
854,0.565573771,Bagerhat,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,483,30,15.0,50,70,109.8985847
343,0.921282799,Bandarban,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,316,30,15.0,50,70,165.9104575
896,1.174107143,Barguna,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1052,30,15.0,50,70,175.4868282
8510,0.412455934,Barishal,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3510,30,15.0,50,70,79.36572294
23722,0.425512183,Bhola,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,10094,30,15.0,50,70,84.59921537
15749,4.118991682,Bogura,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,64870,30,15.0,50,70,180.873654
2969,0.535197036,Brahmanbaria,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1589,30,15.0,50,70,24.87111476
5824,0.482657967,Chandpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2811,30,15.0,50,70,12.05698116
341,2.958944282,Chapai Nawabganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1009,30,15.0,50,70,260.1702005
5015,0.435493519,Chattogram,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2184,30,15.0,50,70,127.8239654
956,1.05334728,Chuadanga,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1007,30,15.0,50,70,63.29828739
1899,0.757240653,CoxsBazar,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1438,30,15.0,50,70,219.3277875
6656,0.603515625,Cumilla,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,4017,30,15.0,50,70,107.0628563
1174,1.807495741,Dhaka,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2122,30,15.0,50,70,182.2207165
2915,5.246998285,Dinajpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,15295,30,15.0,50,70,136.5731355
2572,0.958009331,Faridpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2464,30,15.0,50,70,147.3640903
541,0.399260629,Feni,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,216,30,15.0,50,70,117.0316913
1270,2.909448819,Gaibandha,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3695,30,15.0,50,70,42.32078219
1368,0.434210526,Gazipur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,594,30,15.0,50,70,181.2955065
905,2.036464088,Gopalganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1843,30,15.0,50,70,147.0445877
519,1.603082852,Habiganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,832,30,15.0,50,70,204.0351066
14272,1.475616592,Jamalpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,21060,30,15.0,50,70,186.1142858
2054,1.40993184,Jashore,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2896,30,15.0,50,70,13.94607819
1391,0.437814522,Jhallokati,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,609,30,15.0,50,70,81.94239062
1848,1.406385281,Jhenaidah,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2599,30,15.0,50,70,255.2329668
553,5.65641953,Joypurhat,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3128,30,15.0,50,70,166.5684884
812,0.383004926,Khagrachari,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,311,30,15.0,50,70,145.0297479
386,1.733160622,Khulna,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,669,30,15.0,50,70,211.2165166
4034,1.683936539,Kishoreganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,6793,30,15.0,50,70,170.6610753
1386,2.497835498,Kurigram,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3462,30,15.0,50,70,212.9942447
902,1.272727273,Kushtia,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1148,30,15.0,50,70,111.6966295
4000,0.3475,Lakshmipur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1390,30,15.0,50,70,152.2475989
600,3.641666667,Lalmonirhat,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2185,30,15.0,50,70,150.2949756
1213,2.615828524,Madaripur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3173,30,15.0,50,70,154.4622976
550,0.969090909,Magura,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,533,30,15.0,50,70,89.34949512
6794,6.386075949,Manikganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,43387,30,15.0,50,70,169.884422
403,0.935483871,Meherpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,377,30,15.0,50,70,115.9507213
315,1.044444444,Moulvibazar,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,329,30,15.0,50,70,174.0199843
954,1.469601677,Munshiganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1402,30,15.0,50,70,102.9122901
3540,1.377966102,Mymensingh,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,4878,30,15.0,50,70,246.1542289
1493,3.261888814,Naogaon,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,4870,30,15.0,50,70,119.5773055
530,2.435849057,Narail,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1291,30,15.0,50,70,83.03481531
539,0.513914657,Narayanganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,277,30,15.0,50,70,139.322551
1912,3.472280335,Narsingdi,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,6639,30,15.0,50,70,153.2267034
763,3.598951507,Natore,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,2746,30,15.0,50,70,161.7179483
1011,1.333333333,Netrokona,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1348,30,15.0,50,70,165.5818682
4526,3.846221829,Nilphamari,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,17408,30,15.0,50,70,131.1316522
7760,0.446134021,Noakhali,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3462,30,15.0,50,70,237.364759
1787,3.226636821,Pabna,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,5766,30,15.0,50,70,200.1509035
14415,3.610544572,Panchagar,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,52046,30,15.0,50,70,112.1417756
2775,0.344864865,Patuakhali,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,957,30,15.0,50,70,100.3787962
1004,0.387450199,Pirojpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,389,30,15.0,50,70,265.2396437
618,1.213592233,Rajbari,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,750,30,15.0,50,70,116.9874321
1575,2.934603175,Rajshahi,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,4622,30,15.0,50,70,166.9278272
1146,0.543630018,Rangamati,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,623,30,15.0,50,70,72.92556856
3226,2.243645381,Rangpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,7238,30,15.0,50,70,240.7780359
634,1.246056782,Satkhira,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,790,30,15.0,50,70,105.3075214
10240,3.793457031,Shariatpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,38845,30,15.0,50,70,172.4746289
1381,1.171614772,Sherpur,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1618,30,15.0,50,70,208.64832
3044,4.08804205,Sirajganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,12444,30,15.0,50,70,158.3810491
963,1.271028037,Sunamganj,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1224,30,15.0,50,70,16.86581605
658,1.361702128,Sylhet,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,896,30,15.0,50,70,151.0006996
2905,1.33080895,Tangail,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,3866,30,15.0,50,70,159.0357237
854,1.950819672,Thakurgaon,Rabi,22.5,60.0,Chili,Oct,Nov to Mar,Mar to Apr,1666,30,15.0,50,70,78.95811921
521,2.476007678,Bagerhat,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1290,35,18.0,60,90,116.327567
1855,2.689487871,Bandarban,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,4989,35,18.0,60,90,150.0727341
136,2.154411765,Barguna,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,293,35,18.0,60,90,31.8731007
317,2.018927445,Barishal,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,640,35,18.0,60,90,112.9618443
416,3.009615385,Bhola,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1252,35,18.0,60,90,217.4818709
469,2.978678038,Bogura,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1397,35,18.0,60,90,256.518712
296,4.037162162,Brahmanbaria,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1195,35,18.0,60,90,115.4304408
195,1.98974359,Chandpur,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,388,35,18.0,60,90,114.737654
352,1.349431818,Chapai Nawabganj,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,475,35,18.0,60,90,87.45369756
1156,2.73183391,Chattogram,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,3158,35,18.0,60,90,85.81064021
399,2.055137845,Chuadanga,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,820,35,18.0,60,90,154.447183
210,2.266666667,CoxsBazar,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,476,35,18.0,60,90,46.54535572
533,3.245778612,Cumilla,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1730,35,18.0,60,90,189.5884702
611,2.25695581,Dhaka,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,1379,35,18.0,60,90,184.6443815
413,2.389830508,Dinajpur,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,987,35,18.0,60,90,144.2724156
282,1.90070922,Faridpur,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,536,35,18.0,60,90,161.4655613
111,1.495495495,Feni,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,166,35,18.0,60,90,175.9257676
234,2.358974359,Gaibandha,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,552,35,18.0,60,90,141.8289353
284,1.693661972,Gazipur,Kharif 2,26.5,75.0,Cucumber,Sep,Nov to Mar,Mar to Jun,481,35,18.0,60,90,260.162816
